SKU,Short Description,Long Description,Model,Category Group,Category,Manufacturer,Manufacturer SKU,Image URL,Document Name,Document URL,Unit Of Measure,Buy Cost,Trade Price,MSRP GBP,MSRP USD,MSRP EUR,Discontinued
BMS15N830L,"BMS BMS15N830L - 15"" Neodymium Speaker 1100 W 8 Ohms",,,,,Adam Hall,4049521022876,,,,,,,478.36,,,
BMS15N830LV2,"BMS BMS15N830LV2 - 15"" Neodymium Speaker 1100 W 8 Ohms Version 2",,,,,Adam Hall,4049521022883,,,,,,,689.0,,,
BMS15N8404,"BMS BMS15N8404 - 15"" Neodymium Speaker 1200 W 4 Ohms",,,,,Adam Hall,4049521102288,,,,,,,756.88,,,
BMS15N840L,"BMS BMS15N840L - 15"" Neodymium Speaker 1200 W 8 Ohms",,,,,Adam Hall,4049521022890,,,,,,,652.46,,,
BMS15N840LV2,"BMS BMS15N840LV2 - 15"" Neodymium Speaker 1200 W 8 Ohms Version 2",,,,,Adam Hall,4049521072789,,,,,,,652.46,,,
BMS15N850L,"BMS BMS15N850L - 15"" Neodymium Speaker 1200 W 8 Ohms",,,,,Adam Hall,4049521122309,,,,,,,649.1,,,
BMS15N850LV2,"BMS BMS15N850LV2 - 15"" Neodymium Speaker 1200 W 8 Ohms",,,,,Adam Hall,4049521064999,,,,,,,894.65,,,
BMS15S320L,"BMS BMS15S320L - 15"" Bass Midrange Speaker 500 W 8 Ohms",,,,,Adam Hall,4049521022920,,,,,,,397.0,,,
BMS15S330L,"BMS BMS15S330L - 15"" Subwoofer 600 W 8 Ohms",,,,,Adam Hall,4049521022937,,,,,,,411.65,,,
BMS15S430LV2,"BMS BMS15S430LV2 - 15"" Subwoofer 1200 W 8 Ohms Version 2",,,,,Adam Hall,4049521022968,,,,,,,378.72,,,
BMS18N830L,"BMS BMS18N830L - 18"" Neodymium Speaker 1100 W 8 Ohms",,,,,Adam Hall,4049521022975,,,,,,,539.6,,,
BMS18N830LV2,"BMS BMS18N830LV2 - 18"" Neodymium Speaker 1100 W 8 Ohms Version 2",,,,,Adam Hall,4049521072796,,,,,,,738.0,,,
BMS18N840LV2,"BMS BMS18N840LV2 - 18"" Neodymium Subwoofer 1200 W 8 Ohms Version 2",,,,,Adam Hall,4049521072802,,,,,,,692.9,,,
BMS18N8504V2,"BMS BMS18N8504V2 - 18"" Neodymium Speaker 1200 W 4 Ohms Version 2",,,,,Adam Hall,4049521022999,,,,,,,977.7,,,
BMS18N850L,"BMS BMS18N850L - 18"" Neodymium Speaker 1200 W 8 Ohms",,,,,Adam Hall,4049521023002,,,,,,,812.2,,,
BMS18N850LV2,"BMS BMS18N850LV2 - 18"" Neodymium Speaker 1200 W 8 Ohms Version 2",,,,,Adam Hall,4049521023019,,,,,,,977.7,,,
BMS18N862,"BMS BMS18N862 - 18"" Neodymium Subwoofer 1500 W 4 Ohms",,,,,Adam Hall,4049521155789,,,,,,,1110.46,,,
BMS18N862L,"BMS BMS18N862L - 18"" Neodymium Subwoofer 1500 W 8 Ohms",,,,,Adam Hall,4049521120954,,,,,,,1110.46,,,
BMS18S4304V2,"BMS BMS18S4304V2 - 18"" Speaker 1200 W 4 Ohms Version 2",,,,,Adam Hall,4049521140693,,,,,,,568.95,,,
BMS18S430LV2,"BMS BMS18S430LV2 - 18"" Subwoofer 1200 W 8 Ohms",,,,,Adam Hall,4049521133947,,,,,,,568.95,,,
BMS18S450L,"BMS BMS18S450L - 18"" Ultra Low Distortion Woofer 1200 W 8 Ohms",,,,,Adam Hall,4049521160332,,,,,,,756.45,,,
BMS2119,"BMS BMS2119 - Tweeter Horn 1"" 90° x 40°",,,,,Adam Hall,4049521023064,,,,,,,89.07,,,
BMS2193,"BMS BMS2193 - Tweeter Horn 1"" 90° x 40°",,,,,Adam Hall,4049521023071,,,,,,,77.74,,,
BMS2230,"BMS BMS2230 - Tweeter Horn 2"" 90° x 55°",,,,,Adam Hall,4049521023088,,,,,,,145.65,,,
BMS2236,"BMS BMS2236 - Tweeter Horn 2"" 60° x 40°",,,,,Adam Hall,4049521023095,,,,,,,226.3,,,
BMS2250,"BMS BMS2250 - Tweeter Horn 2"" 50° x 50°",,,,,Adam Hall,4049521023101,,,,,,,141.76,,,
BMS4505H,BMS BMS4505H - 5'' Neodymium Planar Wave Driver 16 Ohm,,,,,Adam Hall,4049521170553,,,,,,,493.03,,,
BMS4505L,"BMS BMS4505L - 5"" Neodymium Planar Wave Driver",,,,,Adam Hall,4049521170546,,,,,,,493.03,,,
BMS4507NDH,"BMS BMS4507NDH - 6.5"" Neodymium High-Frequency Driver 150 W 16 Ohms",,,,,Adam Hall,4049521189531,,,,,,,1376.76,,,
BMS4507NDL,"BMS BMS4507NDL - 6.5"" Neodymium High-Frequency Driver 150 W 8 Ohms",,,,,Adam Hall,4049521175831,,,,,,,1376.76,,,
BMS4508NDH,"BMS BMS4508NDH - 8"" Neodymium High-Frequency Driver 16 Ohms 150 W",,,,,Adam Hall,4049521181511,,,,,,,1376.76,,,
BMS4508NDL,"BMS BMS4508NDL - 8"" Neodymium High-Frequency Driver 150 W 8 Ohms",,,,,Adam Hall,4049521175848,,,,,,,1376.76,,,
BMS4510NDH,"BMS BMS4510NDH - 4"" Neodymium high-frequency Driver 80 W 16 Ohms",,,,,Adam Hall,4049521023118,,,,,,,473.35,,,
BMS4510NDL,"BMS BMS4510NDL - 4"" Neodymium High-Frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521023132,,,,,,,473.35,,,
BMS4512NDH,"BMS BMS4512NDH - 4"" Neodymium High-Frequency Driver 80 W 16 Ohm",,,,,Adam Hall,4049521121159,,,,,,,438.91,,,
BMS4512NDL,"BMS BMS4512NDL - 4"" Neodymium High-Frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521121142,,,,,,,438.91,,,
BMS4520NDL,"BMS BMS4520NDL - 1"" Neodymium high-frequency Driver",,,,,Adam Hall,4049521112133,,,,,,,69.35,,,
BMS4524H,"BMS BMS4524H - 1"" High-Frequency Driver 16 Ohms 25 W",,,,,Adam Hall,4049521415265,,,,,,,91.52,,,
BMS4526HEH,"BMS BMS4526HEH - 0.63"" Neodymium - High Frequency Compression Driver",,,,,Adam Hall,4049521383045,,,,,,,137.8,,,
BMS4526HEL,"BMS BMS4526HEL - 0,63” Exit Neodymium high Frequencycompression Driver",,,,,Adam Hall,4049521383038,,,,,,,137.8,,,
BMS4526NDH,"BMS BMS4526NDH - 0.63"" Neodymium High-Frequency Driver",,,,,Adam Hall,4049521234590,,,,,,,132.9,,,
BMS4526NDL,"BMS BMS4526NDL - 0.63"" Neodymium high-frequency Driver",,,,,Adam Hall,4049521204777,,,,,,,132.9,,,
BMS4528NDL,"BMS BMS4528NDL - 1"" Neodymium High-Frequency Driver 25 W 8 Ohms",,,,,Adam Hall,4049521101519,,,,,,,104.56,,,
BMS4538L,"BMS BMS4538L - 1"" high-frequency Driver 8 Ohms 60 W",,,,,Adam Hall,4049521023156,,,,,,,139.74,,,
BMS4540NDH,"BMS BMS4540NDH - 1"" Neodymium high-frequency Driver 60 W 16 Ohms",,,,,Adam Hall,4049521023163,,,,,,,223.39,,,
BMS4540NDL,"BMS BMS4540NDL - 1"" Neodymium high-frequency Driver 8 Ohms 60 W",,,,,Adam Hall,4049521023170,,,,,,,223.39,,,
BMS4541L,"BMS BMS4541L - 1"" Neodymium High-Frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521072734,,,,,,,140.48,,,
BMS4544H,"BMS BMS4544H - 1"" high-frequency Driver 80 W 16 Ohms",,,,,Adam Hall,4049521023194,,,,,,,167.3,,,
BMS4544L,"BMS BMS4544L - 1"" high-frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521023200,,,,,,,167.3,,,
BMS4545NDL,"BMS BMS4545NDL - 1"" Neodymium High-Frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521121074,,,,,,,262.76,,,
BMS4547NDH,"BMS BMS4547NDH - 1"" Neodymium High-Frequency Driver 80 W 16 Ohms",,,,,Adam Hall,4049521412752,,,,,,,246.22,,,
BMS4547NDL,"BMS BMS4547NDL - 1"" Neodymium High-Frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521121067,,,,,,,246.22,,,
BMS4548L,"BMS BMS4548L - 1"" High-Frequency Driver 45 W 8 Ohms OEM-Type",,,,,Adam Hall,4049521023224,,,,,,,154.9,,,
BMS4548L#,"BMS BMS4548L# - 1"" High-Frequency Driver 45 W 8 Ohms OEM-Type",,,,,Adam Hall,4049521407765,,,,,,,147.6,,,
BMS4548MH,"BMS BMS4548MH - Voice Coil for BMS4548H 1"" high-frequency Driver 45 W 16 ohms",,,,,Adam Hall,4049521154782,,,,,,,78.0,,,
BMS4548ML,"BMS BMS4548ML - Voice Coil for BMS4548L 1"" high-frequency Driver 45 W 8 ohms",,,,,Adam Hall,4049521143717,,,,,,,78.0,,,
BMS4550H,"BMS BMS4550H - 1"" high-frequency Driver 80 W 16 Ohms",,,,,Adam Hall,4049521023262,,,,,,,209.13,,,
BMS4550L,"BMS BMS4550L - 1"" high-frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521023279,,,,,,,209.13,,,
BMS4552NDH,"BMS BMS4552NDH - 1"" Neodymium High-Frequency Driver 80 W 16 Ohms",,,,,Adam Hall,4049521023286,,,,,,,380.83,,,
BMS4552NDL,"BMS BMS4552NDL - 1"" Neodymium high-frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521023293,,,,,,,380.83,,,
BMS4554H,"BMS BMS4554H - 1.4"" high-frequency Driver 16 Ohms 80 W",,,,,Adam Hall,4049521023309,,,,,,,209.13,,,
BMS4554L,"BMS BMS4554L - 1.4"" high-frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521023316,,,,,,,209.13,,,
BMS4555H,"BMS BMS4555H - 1.5"" high-frequency Driver 80 W 16 Ohms",,,,,Adam Hall,4049521023323,,,,,,,209.13,,,
BMS4555L,"BMS BMS4555L - 1.5"" high-frequency Driver 80 W 8 Ohms",,,,,Adam Hall,4049521023330,,,,,,,209.13,,,
BMS4590GITTER,BMS BMS4590GITTER - Grille for BMS4590,,,,,Adam Hall,4049521171024,,,,,,,8.5,,,
BMS4590GUMMI,BMS BMS4590GUMMI - Foam rubber attachment for BMS4590,,,,,Adam Hall,4049521171031,,,,,,,8.5,,,
BMS4590H,"BMS BMS4590H - 2"" Coaxial Driver 150 W + 80 W 16 Ohms",,,,,Adam Hall,4049521023347,,,,,,,643.1,,,
BMS4590L,"BMS BMS4590L - 2"" Coaxial Driver 8 Ohms 150 W + 80 W",,,,,Adam Hall,4049521023354,,,,,,,643.1,,,
BMS4591H,"BMS BMS4591H - 2"" Midrange Driver 16 Ohms 150 W",,,,,Adam Hall,4049521023385,,,,,,,526.55,,,
BMS4591L,"BMS BMS4591L - 2"" Midrange Driver 150 W 8 Ohms",,,,,Adam Hall,4049521023392,,,,,,,526.55,,,
BMS4592HNDH,BMS BMS4592HNDH - High-Frequency Unit 16 ohms,,,,,Adam Hall,4049521167034,,,,,,,85.0,,,
BMS4592NDH,"BMS BMS4592NDH - 2"" Coaxial Neodymium Driver 16 Ohms 150 W + 80 W",,,,,Adam Hall,4049521023408,,,,,,,973.28,,,
BMS4592NDH-MID,"BMS BMS4592NDH-MID - 2"" Neodymium Midrange Driver 16 Ohms 150 W",,,,,Adam Hall,4049521114168,,,,,,,835.5,,,
BMS4592NDL,"BMS BMS4592NDL - 2"" Coaxial Neodymium Driver 150 W + 80 W 8 Ohms",,,,,Adam Hall,4049521023415,,,,,,,973.28,,,
BMS4592NDL-MID,"BMS BMS4592NDL-MID - 2"" Neodymium Midrange Driver 150 W 8 Ohms",,,,,Adam Hall,4049521079450,,,,,,,835.5,,,
BMS4593NDH,"BMS BMS4593NDH - 1.4"" Coaxial Neodymium Driver 150 W + 80 W 16 Ohms",,,,,Adam Hall,4049521121081,,,,,,,973.28,,,
BMS4593NDL,"BMS BMS4593NDL - 1.4"" Coaxial Neodymium Driver 150 W + 80 W 8 Ohms",,,,,Adam Hall,4049521121098,,,,,,,973.28,,,
BMS4594HEL,"BMS BMS4594HEL - 1.4"" Coaxial Neodiyum Compression Driver",,,,,Adam Hall,4049521349331,,,,,,,1121.9,,,
BMS4594NDH,"BMS BMS4594NDH - 1.4"" Coaxial Neodymium Driver 150 W + 80 W 16 Ohms",,,,,Adam Hall,4049521023422,,,,,,,1062.8,,,
BMS4594NDL,"BMS BMS4594NDL - 1.4"" Coaxial Neodymium Driver 8 Ohms  150 W + 80 W",,,,,Adam Hall,4049521023439,,,,,,,1062.8,,,
BMS4595NDH,"BMS BMS4595NDH - 1.5"" Coaxial Neodymium Driver 150 W + 80 W 16 Ohms",,,,,Adam Hall,4049521072727,,,,,,,1062.8,,,
BMS4595NDL,"BMS BMS4595NDL - 1.5"" Coaxial Neodymium Driver 150 W + 80 W 8 Ohms",,,,,Adam Hall,4049521072710,,,,,,,1062.8,,,
BMS4596NDH,"BMS BMS4596NDH - 2"" Neodymium midrange compression driver 16 Ohm",,,,,Adam Hall,4049521121173,,,,,,,835.5,,,
BMS4596NDL,"BMS BMS4596NDL - 2"" Neodymium midrange compression driver 8 Ohm",,,,,Adam Hall,4049521121166,,,,,,,835.5,,,
BMS4599,"BMS BMS4599 - 2” Dual Diaphragm Driver, 2 x 4 Ohms",,,,,Adam Hall,4049521197628,,,,,,,1619.43,,,
BMS4599NDHE,"BMS BMS4599NDHE - 2” Dual Diaphragm driver, 2 x 8 Ohms",,,,,Adam Hall,4049521203091,,,,,,,1682.23,,,
BMS4599NDL,BMS BMS4599NDL - 2” Dual Diaphragm Driver 2 x 8 Ohms,,,,,Adam Hall,4049521403026,,,,,,,1619.43,,,
BMS5530NDH,"BMS BMS5530NDH - 1"" High-Frequency Driver 16 Ohms 80 W",,,,,Adam Hall,4049521466038,,,,,,,265.8,,,
BMS5530NDL,"BMS BMS5530NDL - 1"" High-Frequency Driver 8 Ohms 80 W",,,,,Adam Hall,4049521466045,,,,,,,265.8,,,
BMS5531NDH,BMS BMS5531NDH - 1'' Neodymium Compression Driver 16 Ohm 80 W,,,,,Adam Hall,4049521466052,,,,,,,258.82,,,
BMS5531NDL,BMS BMS5531NDL - 1'' Neodymium Compression Driver 8 Ohm 80 W,,,,,Adam Hall,4049521466069,,,,,,,258.82,,,
BMS5C150H,"BMS BMS5C150H - 5"" Coaxial Speaker 130 W + 25 W 16 Ohms",,,,,Adam Hall,4049521154263,,,,,,,303.1,,,
BMS5C150L,"BMS BMS5C150L - 5"" Coaxial Speaker 130 W + 25 W 8 Ohms",,,,,Adam Hall,4049521154256,,,,,,,303.1,,,
BMS5C150LH,"BMS BMS5C150LH - 5"" Coaxial Speaker 130 W + 25 W 8/16 Ohms",,,,,Adam Hall,4049521164088,,,,,,,224.06,,,
BMS5CN140H,"BMS BMS5CN140H - 5"" Neodymium Coaxial Speaker 130 W + 60 W 16 Ohms",,,,,Adam Hall,4049521023453,,,,,,,376.7,,,
BMS5CN140L,"BMS BMS5CN140L - 5"" Neodymium Coaxial Speaker 130 W + 60 W 8 Ohms",,,,,Adam Hall,4049521023460,,,,,,,376.7,,,
BMS5CN160H,"BMS BMS5CN160H - 5"" Neodymium Coaxial Speaker 130 W + 25 W 16 Ohm",,,,,Adam Hall,4049521121043,,,,,,,381.14,,,
BMS5CN160L,"BMS BMS5CN160L - 5"" Neodymium Coaxial Speaker 130 W + 25 W 8 Ohm",,,,,Adam Hall,4049521121036,,,,,,,381.14,,,
BMS5CN162LH,BMS BMS5CN162LH - 5” Neodymium Coaxial Transducer,,,,,Adam Hall,4049521310416,,,,,,,408.9,,,
BMS5N155H,"BMS BMS5N155H - 5"" Neodymium Bass Midrange Speaker 130 W 16 Ohms",,,,,Adam Hall,4049521023484,,,,,,,151.2,,,
BMS5N155L,"BMS BMS5N155L - 5"" Neodymium Bass Midrange Speaker 130 W 8 Ohms",,,,,Adam Hall,4049521023491,,,,,,,151.2,,,
BMS5N160H,"BMS BMS5N160H - 5"" Neodymium Bass Midrange Speaker 130 W 16 Ohms",,,,,Adam Hall,4049521120923,,,,,,,278.5,,,
BMS5N160L,"BMS BMS5N160L - 5"" Neodymium Bass Midrange Speaker 130 W 8 Ohms",,,,,Adam Hall,4049521080968,,,,,,,278.5,,,
BMS5S117H,"BMS BMS5S117H - 5"" Bass Midrange Speaker 130 W 16 Ohms",,,,,Adam Hall,4049521136269,,,,,,,218.13,,,
BMS5S117L,"BMS BMS5S117L - 5"" Bass Midrange Speaker 130 W 8 Ohms",,,,,Adam Hall,4049521136276,,,,,,,218.13,,,
BMS6C150H,"BMS BMS6C150H - 6"" Coaxial Speaker 130 W + 25 W 16 Ohms",,,,,Adam Hall,4049521154287,,,,,,,315.02,,,
BMS6C150L,"BMS BMS6C150L - 6"" Coaxial Speaker 130 W + 25 W 8 Ohms",,,,,Adam Hall,4049521154270,,,,,,,315.02,,,
BMS6CN160H,"BMS BMS6CN160H - 6"" Bass Midrange Speaker 130 W 16 Ohms",,,,,Adam Hall,4049521121203,,,,,,,385.6,,,
BMS6CN160L,"BMS BMS6CN160L - 6"" Bass Midrange Speaker 130 W 8 Ohms",,,,,Adam Hall,4049521121210,,,,,,,385.6,,,
BMS6N160H,"BMS BMS6N160H - 6"" Neodymium Bass Midrange Speaker 130 W 16 Ohms",,,,,Adam Hall,4049521120930,,,,,,,301.14,,,
BMS6N160L,"BMS BMS6N160L - 6"" Neodymium Bass Midrange Speaker 130 W 8 Ohms",,,,,Adam Hall,4049521080975,,,,,,,301.14,,,
BMS6S117H,"BMS BMS6S117H - 6"" Bass Midrange Speaker 130 W 16 Ohms",,,,,Adam Hall,4049521136283,,,,,,,224.08,,,
BMS6S117L,"BMS BMS6S117L - 6"" Bass Midrange Speaker 130 W 8 Ohms",,,,,Adam Hall,4049521136290,,,,,,,224.08,,,
BMS8C250H,"BMS BMS8C250H - 8"" Coaxial Speaker 200 W + 80 W 16 Ohms",,,,,Adam Hall,4049521164019,,,,,,,322.2,,,
BMS8C250L,"BMS BMS8C250L - 8"" Coaxial Speaker 200 W + 80 W 8 Ohms",,,,,Adam Hall,4049521023507,,,,,,,322.2,,,
BMS8CN552L,"BMS BMS8CN552L - 8"" Coaxial Neodymium Speaker 200 W + 80 W 8 Ohms",,,,,Adam Hall,4049521023514,,,,,,,562.47,,,
BMS8CN552LH,"BMS BMS8CN552LH - 8"" Coaxial Neodymium Speaker 200 W + 80 W 8/16 Ohms",,,,,Adam Hall,4049521123436,,,,,,,562.47,,,
BMS8N515H,"BMS BMS8N515H - 8"" Neodymium Bass Midrange Speaker 200 W 16 Ohms",,,,,Adam Hall,4049521023521,,,,,,,361.32,,,
BMS8N515L,"BMS BMS8N515L - 8"" Neodymium Bass Midrange Speaker 200 W 8 Ohms",,,,,Adam Hall,4049521023538,,,,,,,361.32,,,
BMS8N519L,"BMS BMS8N519L - 8"" Bass Midrange Lautsprecher 250 W 8 Ohms",,,,,Adam Hall,4049521154218,,,,,,,370.82,,,
BMS8S215L,"BMS BMS8S215L - 8"" Bass Midrange Speaker 200 W 8 Ohms",,,,,Adam Hall,4049521023545,,,,,,,247.3,,,
BMS8S219L,"BMS BMS8S219L - BMS 8"" Low/Mid-Range Driver 250 W 8 Ohms",,,,,Adam Hall,4049521388415,,,,,,,283.71,,,
BMSC16-16,"BMS BMSC16-16 - Passive Crossover for BMS4590H 2"" Coaxial Driver 150 W + 80 W 16 Ohms",,,,,Adam Hall,4049521023552,,,,,,,95.96,,,
BMSC16-8,"BMS BMSC16-8 - Passive Crossover for BMS4590L 2"" Coaxial Driver 150 W + 80 W + 8 Ohms",,,,,Adam Hall,4049521023569,,,,,,,95.96,,,
BMSC8-8,"BMS BMSC8-8 - Passive Crossover for BMS4590L 2"" Coaxial Driver 150 W + 80 W 8 Ohms",,,,,Adam Hall,4049521413643,,,,,,,51.1,,,
BMSFLANSCH,"BMS BMSFLANSCH - Adapter Screw Thread to 1"" Flange",,,,,Adam Hall,4049521023576,,,,,,,33.46,,,
BMSR12N620L,"BMS BMSR12N620L - Re-Cone Kit for BMS12N620L 12"" Neodymium Bass Midrange Speaker 500 W  8 Ohm",,,,,Adam Hall,4049521122392,,,,,,,173.2,,,
BMSR12N630L,BMS BMSR12N630L - Recone Kit for BMS12N630 8 Ohm,,,,,Adam Hall,4049521176449,,,,,,,169.09,,,
BMSR15CN682,"BMS BMSR15CN682 - Re-Cone Kit for BMS15CN682 15"" Coaxial Neodymium Speaker 500 W + 80 W 16 Ohms",,,,,Adam Hall,4049521153983,,,,,,,264.46,,,
BMSR15N620L,"BMS BMSR15N620L - Re-Cone Kit for BMS15N620L 15"" Neodymium Bass Midrange Speaker 500 W 8 Ohms",,,,,Adam Hall,4049521152917,,,,,,,276.79,,,
BMSR15N820L,"BMS BMSR15N820L - Re-Cone Kit for BMS15N820 15"" Neodymium Bass Midrange Speaker 8 Ohm",,,,,Adam Hall,4049521077296,,,,,,,262.6,,,
BMSR15N8304,"BMS BMSR15N8304 - Re-Cone Kit for BMS15N830 15"" Neodymium Speaker 4 Ohm",,,,,Adam Hall,4049521115370,,,,,,,257.0,,,
BMSR15N830L,"BMS BMSR15N830L - Re-Cone Kit for BMS15N830 15"" Neodymium Speaker 8 Ohm",,,,,Adam Hall,4049521069406,,,,,,,172.0,,,
BMSR15N840L,"BMS BMSR15N840L - Re-Cone Kit for BMS15N840 15"" Neodymium Speaker 8 Ohm",,,,,Adam Hall,4049521138584,,,,,,,301.4,,,
BMSR18N830L,"BMS BMSR18N830L - Re-Cone Kit for BMS18N830 18"" Neodymium Speaker 8 Ohm",,,,,Adam Hall,4049521108938,,,,,,,277.67,,,
BMSR18N850LV1,BMS BMSR18N850LV1 - Re-Cone Kit for BMS18N850L,,,,,Adam Hall,4049521167379,,,,,,,337.0,,,
BMSR18N850LV2,"BMS BMSR18N850LV2 - Re-Cone Kit for BMS 18 N 8504 18"" Neodymium Speaker 4 Ohms",,,,,Adam Hall,4049521132490,,,,,,,321.68,,,
BMSR18S430L,"BMS BMSR18S430L - Re-Cone Kit for BMS18S430L18"" Subwoofer 8 Ohm",,,,,Adam Hall,4049521069697,,,,,,,240.0,,,
BMSR8CN552L,"BMS BMSR8CN552L - Re-Cone Kit for BMS8CN552 8"" Coaxial Neodymium Speaker 200 W + 80 W 8 Ohms",,,,,Adam Hall,4049521157622,,,,,,,118.77,,,
BMSR8N515L,"BMS BMSR8N515L - Re-Cone Kit for BMS8N515L 8"" Neodymium Bass Midrange Speaker 8 Ohm",,,,,Adam Hall,4049521108907,,,,,,,114.2,,,
BO10010,Bütec BO10010 - T-slot nut M8,,,,,Adam Hall,4049521213359,,,,,,,4.54,,,
BO10054,"Bütec BO10054 - Connecting Clamp, PVC Halfcoupler",,,,,Adam Hall,4049521230608,,,,,,,10.15,,,
BO10060,Bütec BO10060 - Foot Cap PVC for Aluminium Tubes,,,,,Adam Hall,4049521230615,,,,,,,2.7,,,
BO10064,Bütec BO10064 - Internal corner for stage platforms,,,,,Adam Hall,4049521213328,,,,,,,6.2,,,
BO10094,Bütec BO10094 - Cover cap PVC blue,,,,,Adam Hall,4049521213335,,,,,,,4.7,,,
BO10096,Bütec BO10096 - Pressure corner die-cast zinc,,,,,Adam Hall,4049521212093,,,,,,,5.9,,,
BO10097,Bütec BO10097 - Fastening knob M8 x 16,,,,,Adam Hall,4049521213342,,,,,,,6.4,,,
BO10098,Bütec BO10098 - Fastening knob M8 x 55,,,,,Adam Hall,4049521212079,,,,,,,6.4,,,
BO10099,Bütec BO10099 - Leg fastening corner complete,,,,,Adam Hall,4049521215858,,,,,,,44.0,,,
BO10100,Bütec BO10100 - Leg fastening corner die-cast zinc,,,,,Adam Hall,4049521212277,,,,,,,13.5,,,
BO10101,Bütec BO10101 - Leg fastening corner die-cast zinc,,,,,Adam Hall,4049521212086,,,,,,,28.8,,,
BO10374,"Bütec BO10374 - Fastening Stud witout Screw, Top",,,,,Adam Hall,4049521230585,,,,,,,1.9,,,
BO10375,"Bütec BO10375 - Fastening Stud without Screw, Bottom",,,,,Adam Hall,4049521230592,,,,,,,2.8,,,
CBSCREWSET,Adam Hall Stands CBSCREWSET - T-Bar Nut and Bolt Set,,,,,Adam Hall,4049521208362,,,,,,,2.35,,,
CGB100M,Cameo CGB100M - Universal Equipment Bag 330 x 330 x 355 mm,,,,,Adam Hall,4049521193231,,,,,,,71.5,,,
CGB100S,Cameo CGB100S - Universal Equipment Bag 230 x 230 x 310 mm,,,,,Adam Hall,4049521193262,,,,,,,52.72,,,
CGB200M,Cameo CGB200M - Universal Equipment Bag 470 x 410 x 270 mm,,,,,Adam Hall,4049521193217,,,,,,,74.19,,,
CGB200S,Cameo CGB200S - Universal Equipment Bag 330 x 330 x 240 mm,,,,,Adam Hall,4049521193255,,,,,,,58.08,,,
CGB300L,Cameo CGB300L - Universal Equipment Bag 630 x 350 x 350 mm,,,,,Adam Hall,4049521193194,,,,,,,79.63,,,
CGB300M,Cameo CGB300M - Universal Equipment Bag 580 x 250 x 250 mm,,,,,Adam Hall,4049521193200,,,,,,,74.19,,,
CGB300S,Cameo CGB300S - Universal Equipment Bag 460 x 220 x 220 mm,,,,,Adam Hall,4049521193224,,,,,,,73.3,,,
CGB400S,Cameo CGB400S - Universal Equipment Bag 1120 x 180 x 115 mm,,,,,Adam Hall,4049521193248,,,,,,,68.77,,,
CL480WLAMP,Cameo CL480WLAMP - MSD Silver 480W LL Bulb for OTOS® B5/H5,,,,,Adam Hall,4049521683213,,,,,,,285.52,,,
CLAB1,Cameo CLAB1 - Compact Beam Moving Head,,,,,Adam Hall,4049521336683,,,,,,,1433.64,,,
CLAB200DC,Cameo CLAB200DC - Beam Moving Head with Osram SIRIUS 132 W Discharge Lamp,,,,,Adam Hall,4049521307751,,,,,,,1089.13,,,
CLAB200DCLAMP,Cameo CLAB200DCLAMP - Lamp Osram Sirius HRI 132 W for CLAB200DC,,,,,Adam Hall,4049521307768,,,,,,,170.71,,,
CLABAR100,Cameo CLABAR100 - LED Moving Bar,,,,,Adam Hall,4049521203190,,,,,,,1486.72,,,
CLABAR100OMEGAB,Cameo CLABAR100OMEGAB - Omega Bracket for CLABAR100,,,,,Adam Hall,4049521212109,,,,,,,10.9,,,
CLABEAM150,Cameo CLABEAM150 - 7 x 15 W RGBW LED Unlimited Moving Head,,,,,Adam Hall,4049521181375,,,,,,,743.36,,,
CLABOMEGAB,Cameo CLABOMEGAB - Omega Bracket for CLABEAM150,,,,,Adam Hall,4049521197918,,,,,,,11.03,,,
CLAM500,Cameo CLAM500 - 5 x 5 LED Moving Matrix,,,,,Adam Hall,4049521203206,,,,,,,2875.0,,,
CLAM500OMEGAB,Cameo CLAM500OMEGAB - Omega bracket for CLAM500,,,,,Adam Hall,4049521212116,,,,,,,10.57,,,
CLAM500SIDEHOUSING,Cameo CLAM500SIDEHOUSING - Side Housing for CLAM500,,,,,Adam Hall,4049521540585,,,,,,,24.0,,,
CLARA,Cameo CLARA - Derby Matrix Beam Light,,,,,Adam Hall,4049521194528,,,,,,,154.0,,,
CLARAIR,"Cameo CLARAIR - IR Remote for ARA, WAYFARER , VOODOO",,,,,Adam Hall,4049521202469,,,,,,,2.46,,,
CLAS100,Cameo CLAS100 - LED Moving Head,,,,,Adam Hall,4049521198021,,,,,,,796.97,,,
CLAS200,Cameo CLAS200 - LED Moving Head,,,,,Adam Hall,4049521198038,,,,,,,995.54,,,
CLAS300,Cameo CLAS300 - LED Moving Head,,,,,Adam Hall,4049521206146,,,,,,,1115.94,,,
CLAS400,Cameo CLAS400 - LED Moving Head,,,,,Adam Hall,4049521205941,,,,,,,1381.29,,,
